process_id,input_size,output_size,priority,final_delay
2196,140,84,11,4.377986666666667
2197,227,204,16,7.099496666666667
2198,239,104,8,7.473323333333333
2199,296,178,17,9.256319999999999
2200,107,80,20,3.3462433333333332
2201,49,12,4,1.5320633333333333
2202,253,224,8,7.91261
2203,295,65,10,9.22355
2204,59,43,9,1.84511
2205,93,51,17,2.90817
2206,297,273,2,9.28885
2207,22,12,3,0.6879533333333334
2208,184,20,14,5.75272
2209,63,29,19,1.9699766666666667
2210,150,58,2,4.690273333333333
2211,259,251,2,8.10055
2212,107,61,3,3.34599
2213,264,175,4,8.255853333333333
2214,207,25,8,6.471843333333334
2215,227,220,14,7.09971
2216,88,62,19,2.7520000000000002
2217,212,167,2,6.630053333333334
2218,29,29,18,0.9070233333333333
2219,56,10,2,1.75088
2220,283,11,11,8.847669999999999
2221,79,28,9,2.4701766666666662
2222,155,54,13,4.846536666666667
2223,126,29,1,3.9395666666666664
2224,128,40,3,4.00224
2225,201,89,7,6.285116666666666
2226,98,66,6,3.064686666666667
2227,181,50,3,5.65933
2228,76,52,8,2.3767066666666667
2229,254,90,20,7.9420866666666665
2230,292,269,7,9.132480000000001
2231,265,250,16,8.288116666666667
2232,269,119,1,8.411423333333333
2233,151,42,7,4.721323333333333
2234,209,11,6,6.534183333333333
2235,76,65,18,2.37688
2236,250,244,1,7.819086666666666
2237,126,22,11,3.9394733333333334
2238,231,73,18,7.222803333333333
2239,190,103,3,5.9414066666666665
2240,135,33,18,4.2209900000000005
2241,51,14,15,1.5946166666666666
2242,300,238,8,9.382173333333332
2243,66,48,17,2.06402
2244,91,64,7,2.8458166666666664
2245,74,41,11,2.314033333333333
2246,273,24,20,8.535210000000001
2247,162,108,18,5.0661
2248,269,259,2,8.41329
2249,136,131,8,4.25356
2250,32,11,7,1.0005733333333333
2251,166,93,18,5.190953333333334
2252,153,142,4,4.785183333333333
2253,284,128,4,8.880493333333334
2254,265,265,14,8.288316666666667
2255,117,50,3,3.6584766666666666
2256,158,66,18,4.940486666666667
2257,98,59,19,3.0645933333333333
2258,250,48,8,7.816473333333333
2259,179,111,17,5.597616666666666
2260,57,29,1,1.7823966666666669
2261,261,208,18,8.162503333333333
2262,228,156,1,7.130120000000001
2263,239,135,4,7.4737366666666665
2264,122,31,2,3.81454
2265,170,25,15,5.3151
2266,293,246,16,9.163436666666668
2267,117,103,6,3.6591833333333335
2268,267,171,14,8.349590000000001
2269,265,204,14,8.287503333333333
2270,171,133,15,5.347803333333333
2271,292,10,3,9.129026666666668
2272,283,260,7,8.85099
2273,217,56,10,6.78489
2274,52,25,4,1.6260266666666667
2275,125,37,9,3.90841
2276,15,13,11,0.46912333333333334
2277,95,73,13,2.97099
2278,97,34,1,3.0329966666666666
2279,175,89,6,5.47227
2280,145,21,1,4.533463333333334
2281,21,21,15,0.6568099999999999
2282,74,25,3,2.3138199999999998
2283,109,37,15,3.408196666666667
2284,13,12,11,0.40658333333333335
2285,71,11,7,2.2198433333333334
2286,108,96,6,3.37772
2287,272,145,10,8.505560000000001
2288,297,29,17,9.285596666666667
2289,181,74,1,5.65965
2290,268,220,16,8.381506666666667
2291,125,120,15,3.9095166666666663
2292,85,10,13,2.6575166666666665
2293,121,116,10,3.78441
2294,199,98,14,6.222709999999999
2295,52,12,20,1.6258533333333334
2296,286,92,12,8.94254
2297,242,226,18,7.56874
2298,191,172,1,5.97359
2299,141,63,10,4.40897
2300,109,89,13,3.40889
2301,65,35,11,2.032583333333333
2302,217,187,11,6.786636666666667
2303,233,48,1,7.284996666666666
2304,30,30,1,0.9382999999999999
2305,72,25,6,2.2512933333333334
2306,105,33,7,3.28309
2307,125,103,3,3.90929
2308,228,189,1,7.13056
2309,238,222,9,7.4436333333333335
2310,273,159,14,8.53701
2311,219,99,8,6.847989999999999
2312,260,142,8,8.13036
2313,243,113,4,7.598496666666667
2314,147,57,9,4.59647
2315,128,69,12,4.002626666666666
2316,257,156,14,8.036756666666665
2317,151,94,20,4.722016666666667
2318,116,101,6,3.627893333333333
2319,195,56,8,6.097096666666666
2320,200,18,5,6.252906666666666
2321,95,24,9,2.9703366666666664
2322,259,241,12,8.100416666666666
2323,13,11,10,0.40657000000000004
2324,158,71,17,4.940553333333333
2325,98,59,20,3.0645933333333333
2326,208,134,10,6.504560000000001
2327,51,16,16,1.5946433333333334
2328,63,48,16,1.97023
2329,153,30,13,4.78369
2330,294,259,20,9.194873333333334
2331,238,76,20,7.4416866666666674
2332,299,150,14,9.349736666666667
2333,28,11,15,0.87552
2334,111,17,14,3.4704566666666667
2335,63,13,17,1.9697633333333333
2336,126,41,12,3.9397266666666666
2337,292,214,19,9.131746666666666
2338,137,48,19,4.283716666666667
2339,126,16,18,3.9393933333333333
2340,79,31,3,2.4702166666666665
2341,93,61,13,2.9083033333333335
2342,127,126,19,3.9721233333333332
2343,76,39,17,2.376533333333333
2344,85,74,10,2.6583699999999997
2345,117,58,20,3.6585833333333335
2346,129,101,9,4.034316666666666
2347,241,121,20,7.536076666666666
2348,252,250,8,7.881693333333333
2349,207,186,1,6.473990000000001
2350,208,46,9,6.503386666666667
2351,196,190,6,6.130146666666667
2352,283,90,18,8.848723333333334
2353,179,58,17,5.596909999999999
2354,173,133,14,5.41033
2355,81,56,13,2.5330766666666666
2356,153,66,13,4.7841700000000005
2357,233,10,2,7.28449
2358,170,111,20,5.316246666666666
2359,49,30,16,1.5323033333333334
2360,289,19,13,9.035356666666667
2361,161,151,17,5.03541
2362,248,68,9,7.754213333333333
2363,273,206,2,8.537636666666668
2364,77,69,11,2.4081966666666665
2365,128,21,1,4.001986666666666
2366,166,28,12,5.190086666666667
2367,278,181,20,8.69362
2368,75,61,7,2.3455633333333332
2369,298,79,18,9.317526666666666
2370,194,186,2,6.067566666666667
2371,92,71,10,2.8771733333333334
2372,143,85,7,4.47179
2373,298,169,13,9.318726666666667
2374,12,11,11,0.3753066666666667
2375,206,25,17,6.440580000000001
2376,49,47,4,1.5325300000000002
2377,283,148,2,8.849496666666667
2378,286,136,20,8.943126666666666
2379,297,65,8,9.286076666666666
2380,290,190,1,9.068900000000001
2381,289,285,20,9.038903333333334
2382,57,54,6,1.7827300000000001
2383,179,85,5,5.59727
2384,293,283,3,9.16393
2385,268,189,14,8.381093333333334
2386,60,57,8,1.87656
2387,262,171,13,8.193273333333334
2388,34,24,20,1.0632733333333335
2389,84,64,2,2.626973333333333
2390,263,191,14,8.224803333333334
2391,11,11,9,0.34404333333333337
2392,199,68,7,6.222309999999999
2393,154,50,19,4.81522
2394,292,286,1,9.132706666666667
2395,256,221,12,8.006359999999999
2396,298,161,4,9.31862
2397,107,41,12,3.3457233333333334
2398,85,16,7,2.6575966666666666
2399,125,53,2,3.9086233333333333
2400,203,172,6,6.34875
2401,128,104,12,4.003093333333333
2402,180,159,16,5.629519999999999
2403,114,55,13,3.5647533333333334
2404,86,61,5,2.68946
2405,118,101,6,3.69042
2406,61,47,2,1.90769
2407,287,118,12,8.97415
2408,102,84,7,3.18998
2409,215,90,3,6.722816666666667
2410,136,47,5,4.25244
2411,258,185,9,8.068406666666666
2412,237,136,18,7.411223333333334
2413,11,10,10,0.34403
2414,64,57,5,2.0016133333333332
2415,271,164,19,8.47455
2416,253,160,14,7.911756666666666
2417,17,11,20,0.5316233333333333
2418,131,36,20,4.095976666666666
2419,175,51,17,5.4717633333333335
2420,63,58,5,1.9703633333333332
2421,155,21,11,4.846096666666667
2422,22,21,15,0.6880733333333333
2423,24,20,20,0.7505866666666666
2424,150,90,10,4.6907
2425,175,76,6,5.472096666666667
2426,217,178,19,6.7865166666666665
2427,94,32,20,2.9391800000000003
2428,211,39,10,6.597083333333333
2429,135,135,19,4.2223500000000005
2430,104,88,3,3.2525600000000003
2431,14,12,14,0.43784666666666666
2432,65,52,10,2.03281
2433,123,80,19,3.8464566666666666
2434,294,260,3,9.194886666666667
2435,57,21,16,1.7822900000000002
2436,123,40,6,3.8459233333333334
2437,243,192,19,7.59955
2438,189,125,20,5.910436666666667
2439,41,39,12,1.2823166666666668
2440,170,108,8,5.316206666666666
2441,163,131,9,5.09767
2442,221,181,5,6.91161
2443,293,47,7,9.160783333333335
2444,193,33,12,6.0342633333333335
2445,129,94,11,4.034223333333333
2446,117,107,5,3.6592366666666667
2447,40,25,18,1.2508666666666666
2448,292,18,19,9.129133333333334
2449,115,71,1,3.59623
2450,136,38,20,4.25232
2451,265,120,3,8.286383333333333
2452,165,43,8,5.159023333333334
2453,298,275,8,9.320139999999999
2454,33,32,17,1.0321166666666666
2455,158,138,5,4.941446666666666
2456,71,27,8,2.220056666666667
2457,140,44,7,4.377453333333333
2458,196,82,3,6.128706666666667
2459,174,34,9,5.440273333333334
2460,209,69,5,6.534956666666666
2461,254,60,16,7.941686666666667
2462,107,89,4,3.346363333333333
2463,98,26,4,3.0641533333333335
2464,280,238,3,8.756906666666666
2465,182,14,1,5.690113333333334
2466,78,29,20,2.4389266666666667
2467,116,57,4,3.6273066666666667
2468,101,65,2,3.158463333333333
2469,272,233,1,8.506733333333335
2470,150,75,19,4.6905
2471,232,187,15,7.255586666666667
2472,30,16,15,0.9381133333333332
2473,133,110,5,4.15949
2474,173,142,4,5.41045
2475,196,138,10,6.129453333333333
2476,136,68,4,4.25272
2477,196,25,4,6.127946666666667
2478,200,45,9,6.253266666666667
2479,265,168,9,8.287023333333334
2480,182,103,1,5.6913
2481,89,58,12,2.78321
2482,26,22,3,0.8131400000000001
2483,177,145,15,5.535543333333334
2484,16,16,6,0.5004266666666666
2485,228,114,10,7.129560000000001
2486,116,99,1,3.627866666666667
2487,116,114,11,3.6280666666666668
2488,35,22,8,1.0945099999999999
2489,205,124,8,6.410636666666667
2490,41,18,14,1.2820366666666667
2491,235,56,18,7.34763
2492,188,169,4,5.87976
2493,84,43,20,2.6266933333333333
2494,163,36,7,5.096403333333333
2495,101,37,3,3.15809
2496,17,11,20,0.5316233333333333
2497,20,16,3,0.6254799999999999
2498,169,140,20,5.2853699999999995
2499,207,141,14,6.47339
2500,163,69,3,5.096843333333333
2501,183,10,15,5.721323333333333
2502,276,205,6,8.631413333333333
2503,293,258,8,9.163596666666667
2504,49,12,14,1.5320633333333333
2505,284,71,11,8.879733333333334
2506,280,245,9,8.757
2507,240,94,9,7.504453333333333
2508,275,23,17,8.597723333333333
2509,219,83,15,6.847776666666666
2510,81,69,5,2.53325
2511,14,13,4,0.43786
2512,101,94,14,3.15885
2513,62,48,4,1.9389666666666667
2514,300,72,6,9.379959999999999
2515,219,38,8,6.847176666666666
2516,105,103,10,3.2840233333333333
2517,198,135,17,6.191940000000001
2518,108,36,6,3.37692
2519,12,10,12,0.3752933333333333
2520,277,271,4,8.663556666666667
2521,253,154,19,7.911676666666667
2522,286,265,5,8.944846666666667
2523,52,18,3,1.6259333333333335
2524,293,222,10,9.163116666666667
2525,214,92,7,6.69158
2526,100,93,9,3.1275733333333333
2527,69,49,15,2.157823333333333
2528,286,133,15,8.943086666666666
2529,128,112,15,4.0032
2530,109,63,1,3.4085433333333337
2531,83,19,6,2.59511
2532,57,18,14,1.7822500000000001
2533,191,46,8,5.971909999999999
2534,77,38,17,2.4077833333333336
2535,146,76,2,4.565460000000001
2536,118,19,5,3.6893266666666666
2537,30,10,14,0.9380333333333333
2538,288,105,19,9.00524
2539,138,120,15,4.315939999999999
2540,186,18,16,5.81522
2541,108,17,1,3.376666666666667
2542,282,203,20,8.818966666666666
2543,207,144,15,6.4734300000000005
2544,299,294,10,9.351656666666667
2545,23,15,14,0.7192566666666667
2546,125,48,6,3.9085566666666667
2547,261,202,11,8.162423333333333
2548,171,34,4,5.3464833333333335
2549,197,152,11,6.160903333333334
2550,223,187,7,6.974216666666667
2551,263,53,8,8.222963333333333
2552,219,145,11,6.848603333333333
2553,42,13,9,1.3132333333333333
2554,246,163,10,7.6929533333333335
2555,264,231,9,8.2566
2556,300,214,19,9.381853333333332
2557,72,10,17,2.2510933333333334
2558,71,31,4,2.22011
2559,264,249,2,8.25684
2560,60,35,14,1.8762666666666665
2561,151,54,8,4.7214833333333335
2562,294,73,13,9.192393333333333
2563,177,45,9,5.534210000000001
2564,228,59,5,7.128826666666667
2565,292,231,13,9.131973333333335
2566,180,19,14,5.627653333333333
2567,281,13,10,8.785169999999999
2568,35,30,3,1.0946166666666666
2569,114,95,14,3.5652866666666667
2570,62,16,3,1.9385400000000002
2571,30,16,10,0.9381133333333332
2572,94,68,19,2.9396600000000004
2573,208,28,6,6.503146666666667
2574,12,12,12,0.37532
2575,95,78,19,2.9710566666666667
2576,139,111,14,4.347083333333333
2577,62,14,16,1.9385133333333333
2578,43,16,1,1.3445366666666667
2579,19,19,11,0.5942566666666667
2580,235,112,12,7.348376666666667
2581,125,26,1,3.908263333333333
2582,295,96,17,9.223963333333332
2583,47,25,13,1.46971
2584,273,72,16,8.53585
2585,200,186,2,6.255146666666667
2586,223,37,9,6.972216666666666
2587,14,11,15,0.43783333333333335
2588,180,31,10,5.627813333333333
2589,184,42,1,5.7530133333333335
2590,134,16,17,4.1895
2591,209,109,13,6.535489999999999
2592,243,187,11,7.599483333333334
2593,169,169,10,5.285756666666666
2594,260,70,19,8.1294
2595,220,212,7,6.8807599999999995
2596,216,107,19,6.7543066666666665
2597,229,102,19,7.160663333333333
2598,18,16,16,0.5629533333333333
2599,44,14,20,1.3757733333333333
2600,198,17,15,6.190366666666667
2601,93,77,2,2.908516666666667
2602,268,191,2,8.381120000000001
2603,98,74,15,3.0647933333333333
2604,102,28,16,3.189233333333333
2605,67,53,8,2.0953500000000003
2606,163,98,6,5.09723
2607,86,27,18,2.6890066666666668
2608,96,30,12,3.00168
2609,95,48,15,2.9706566666666667
2610,31,10,10,0.9692966666666667
2611,261,194,1,8.162316666666666
2612,226,95,8,7.0667800000000005
2613,156,35,2,4.877546666666667
2614,171,122,8,5.3476566666666665
2615,105,35,6,3.2831166666666665
2616,39,22,9,1.2195633333333333
2617,173,69,10,5.4094766666666665
2618,203,72,14,6.347416666666667
2619,282,93,12,8.817499999999999
2620,194,65,19,6.065953333333334
2621,108,42,1,3.3770000000000002
2622,154,53,13,4.81526
2623,166,139,1,5.191566666666667
2624,236,85,13,7.3792800000000005
2625,12,11,5,0.3753066666666667
2626,141,13,8,4.4083033333333335
2627,124,23,18,3.87696
2628,104,17,16,3.2516133333333337
2629,83,18,9,2.5950966666666666
2630,107,54,3,3.3458966666666665
2631,111,71,11,3.4711766666666666
2632,149,34,15,4.65869
2633,281,46,5,8.78561
2634,232,41,17,7.25364
2635,239,188,5,7.474443333333333
2636,10,10,7,0.31276666666666664
2637,92,71,17,2.8771733333333334
2638,132,98,13,4.128066666666666
2639,136,72,6,4.252773333333334
2640,236,71,3,7.3790933333333335
2641,256,106,8,8.004826666666666
2642,33,19,18,1.0319433333333334
2643,170,11,12,5.314913333333333
2644,71,29,4,2.220083333333333
2645,242,228,18,7.568766666666667
2646,238,106,20,7.442086666666667
2647,191,179,4,5.973683333333333
2648,94,71,15,2.9397
2649,253,63,8,7.910463333333333
2650,59,51,20,1.8452166666666667
2651,142,94,2,4.440646666666667
2652,127,49,14,3.9710966666666665
2653,276,99,9,8.629999999999999
2654,211,114,4,6.598083333333333
2655,229,206,14,7.16205
2656,61,14,9,1.90725
2657,83,68,4,2.5957633333333336
2658,159,109,9,4.972323333333333
2659,101,79,20,3.1586499999999997
2660,28,12,16,0.8755333333333334
2661,159,12,19,4.97103
2662,19,10,1,0.5941366666666666
2663,138,30,11,4.31474
2664,194,45,18,6.065686666666667
2665,143,68,3,4.471563333333333
2666,241,182,18,7.53689
2667,10,10,9,0.31276666666666664
2668,146,65,4,4.565313333333334
2669,246,127,11,7.692473333333334
2670,214,192,12,6.692913333333333
2671,236,172,2,7.38044
2672,234,22,20,7.3159133333333335
2673,166,70,13,5.190646666666667
2674,211,94,8,6.597816666666667
2675,98,60,4,3.0646066666666667
2676,88,49,15,2.7518266666666666
2677,33,31,8,1.0321033333333334
2678,28,19,16,0.8756266666666667
2679,72,27,2,2.25132
2680,184,176,6,5.7548
2681,253,213,18,7.912463333333333
2682,63,22,1,1.9698833333333332
2683,55,52,15,1.7201766666666667
2684,22,17,2,0.6880200000000001
2685,180,88,1,5.628573333333333
2686,18,14,1,0.5629266666666667
2687,197,18,2,6.159116666666667
2688,254,176,12,7.943233333333334
2689,16,11,3,0.5003599999999999
2690,11,10,8,0.34403
2691,17,11,2,0.5316233333333333
2692,34,24,12,1.0632733333333335
2693,31,23,7,0.96947
2694,134,60,20,4.190086666666667
2695,268,104,14,8.37996
2696,157,157,5,4.9104366666666674
2697,17,17,1,0.5317033333333334
2698,80,78,11,2.5021066666666667
2699,144,112,7,4.5034133333333335
2700,168,135,5,5.25404
2701,19,19,9,0.5942566666666667
2702,164,20,20,5.127453333333333
2703,84,40,17,2.626653333333333
2704,165,26,12,5.1587966666666665
2705,114,33,1,3.5644600000000004
2706,103,65,6,3.22099
2707,134,75,17,4.190286666666667
2708,29,23,13,0.9069433333333333
2709,139,111,16,4.347083333333333
2710,180,34,8,5.627853333333333
2711,52,37,16,1.6261866666666667
2712,43,16,11,1.3445366666666667
2713,97,24,6,3.0328633333333332
2714,140,38,2,4.377373333333333
2715,248,243,12,7.756546666666667
2716,230,185,15,7.193033333333333
2717,161,49,5,5.03405
2718,123,122,10,3.8470166666666668
2719,91,47,9,2.84559
2720,70,24,16,2.188753333333333
2721,21,14,3,0.6567166666666666
2722,107,43,15,3.3457500000000002
2723,230,114,17,7.1920866666666665
2724,274,144,11,8.568073333333334
2725,140,17,5,4.377093333333333
2726,247,201,7,7.724723333333333
2727,232,80,11,7.25416
2728,165,155,15,5.160516666666667
2729,62,20,2,1.9385933333333334
2730,19,10,7,0.5941366666666666
2731,231,159,5,7.223949999999999
2732,32,16,13,1.00064
2733,200,122,2,6.254293333333333
2734,13,12,1,0.40658333333333335
2735,216,176,9,6.755226666666667
2736,20,15,16,0.6254666666666666
2737,212,94,19,6.62908
2738,208,181,13,6.505186666666667
2739,31,29,8,0.96955
2740,67,12,7,2.0948033333333336
2741,28,13,19,0.8755466666666667
2742,51,38,8,1.5949366666666667
2743,258,28,13,8.066313333333333
2744,218,31,11,6.81582
2745,178,164,5,5.56706
2746,120,96,20,3.7528799999999998
2747,233,163,17,7.28653
2748,257,121,16,8.03629
2749,17,12,8,0.5316366666666668
2750,192,29,17,6.002946666666666
2751,146,17,7,4.564673333333333
2752,170,152,15,5.316793333333333
2753,157,105,15,4.909743333333334
2754,152,22,15,4.75232
2755,97,55,16,3.0332766666666666
2756,179,26,1,5.596483333333333
2757,31,10,8,0.9692966666666667
2758,16,12,13,0.5003733333333333
2759,130,37,14,4.064726666666666
2760,82,23,8,2.5639
2761,220,80,7,6.879
2762,176,63,13,5.503186666666667
2763,86,36,3,2.6891266666666667
2764,74,11,6,2.313633333333333
2765,237,19,3,7.4096633333333335
2766,251,44,11,7.847683333333333
2767,146,106,10,4.565860000000001
2768,19,14,14,0.59419
2769,130,82,17,4.0653266666666665
2770,14,12,16,0.43784666666666666
2771,88,26,15,2.75152
2772,231,147,5,7.22379
2773,49,41,11,1.53245
2774,170,140,19,5.316633333333333
2775,13,10,14,0.4065566666666667
2776,83,41,15,2.5954033333333335
2777,138,99,18,4.315659999999999
2778,35,31,7,1.09463
2779,129,103,1,4.034343333333333
2780,150,77,16,4.690526666666666
2781,159,68,1,4.971776666666666
2782,185,69,12,5.784636666666667
2783,43,35,1,1.34479
2784,42,31,12,1.3134733333333333
2785,280,196,8,8.756346666666666
2786,44,26,1,1.3759333333333335
2787,153,126,8,4.78497
2788,253,34,20,7.910076666666667
2789,114,46,8,3.5646333333333335
2790,239,45,9,7.472536666666667
2791,65,26,3,2.0324633333333333
2792,84,47,5,2.6267466666666666
2793,67,47,9,2.09527
2794,231,141,11,7.22371
2795,221,153,16,6.9112366666666665
2796,100,49,5,3.1269866666666664
2797,52,20,11,1.62596
2798,219,90,9,6.8478699999999995
2799,150,22,1,4.689793333333333
2800,221,29,12,6.909583333333333
2801,119,24,6,3.7206566666666667
2802,73,47,6,2.2828500000000003
2803,172,40,14,5.3778266666666665
2804,69,31,5,2.157583333333333
2805,101,71,15,3.1585433333333333
2806,129,125,13,4.034636666666667
2807,30,24,7,0.9382199999999999
2808,135,89,12,4.221736666666667
2809,79,25,12,2.4701366666666664
2810,127,96,3,3.9717233333333333
2811,49,25,5,1.5322366666666667
2812,112,37,20,3.501986666666667
2813,297,123,9,9.28685
2814,294,90,7,9.192620000000002
2815,185,149,16,5.785703333333333
2816,215,125,11,6.723283333333334
2817,118,94,14,3.690326666666667
2818,293,207,14,9.162916666666668
2819,297,38,2,9.285716666666666
2820,276,239,17,8.631866666666665
2821,225,53,2,7.034956666666667
2822,183,23,15,5.721496666666667
2823,130,115,14,4.065766666666667
2824,60,43,19,1.8763733333333332
2825,88,55,10,2.7519066666666667
2826,126,113,20,3.9406866666666667
2827,255,200,10,7.974816666666666
2828,178,176,19,5.56722
2829,137,39,7,4.283596666666667
2830,126,64,19,3.940033333333333
2831,204,101,10,6.379066666666667
2832,265,57,15,8.285543333333333
2833,13,11,13,0.40657000000000004
2834,183,113,18,5.722696666666667
2835,217,154,20,6.786196666666667
2836,144,84,13,4.50304
2837,257,189,20,8.037196666666667
2838,139,35,1,4.34607
2839,123,77,19,3.846416666666667
2840,278,142,2,8.6931
2841,165,36,8,5.15893
2842,23,14,19,0.7192433333333333
2843,119,115,18,3.72187
2844,81,71,3,2.5332766666666666
2845,45,14,19,1.4070366666666665
2846,201,19,6,6.284183333333333
2847,162,134,12,5.066446666666667
2848,12,11,12,0.3753066666666667
2849,61,56,6,1.90781
2850,66,13,20,2.063553333333333
2851,259,109,2,8.098656666666667
2852,80,65,5,2.501933333333333
2853,139,58,11,4.346376666666666
2854,99,29,18,3.0954566666666667
2855,91,42,4,2.8455233333333334
2856,117,60,11,3.65861
2857,278,79,9,8.69226
2858,124,106,17,3.8780666666666668
2859,299,273,14,9.351376666666667
2860,238,59,4,7.44146
2861,72,52,4,2.2516533333333335
2862,146,46,6,4.56506
2863,187,71,6,5.84719
2864,66,25,2,2.0637133333333333
2865,224,91,16,7.0042
2866,35,22,20,1.0945099999999999
2867,92,41,1,2.8767733333333334
2868,83,72,12,2.595816666666667
2869,28,13,1,0.8755466666666667
2870,254,51,1,7.941566666666667
2871,89,13,8,2.7826099999999996
2872,24,11,20,0.7504666666666666
2873,168,117,6,5.253799999999999
2874,87,60,11,2.72071
2875,17,12,12,0.5316366666666668
2876,131,126,12,4.097176666666667
2877,243,66,1,7.59787
2878,142,19,2,4.4396466666666665
2879,116,34,17,3.627
2880,50,49,15,1.56382
2881,59,52,2,1.8452300000000001
2882,31,20,8,0.96943
2883,224,43,19,7.00356
2884,123,33,9,3.8458300000000003
2885,165,142,8,5.1603433333333335
2886,32,31,1,1.00084
2887,158,90,7,4.940806666666666
2888,296,279,17,9.257666666666665
2889,25,25,10,0.7819166666666666
2890,48,16,10,1.5008533333333334
2891,273,146,5,8.536836666666668
2892,161,11,20,5.033543333333333
2893,98,15,5,3.0640066666666668
2894,268,154,10,8.380626666666666
2895,255,131,19,7.973896666666667
2896,40,20,2,1.2508
2897,201,29,15,6.284316666666666
2898,86,45,8,2.6892466666666666
2899,115,27,3,3.5956433333333333
2900,218,197,2,6.818033333333334
2901,45,11,6,1.4069966666666667
2902,196,114,8,6.129133333333334
2903,156,38,11,4.877586666666667
2904,214,95,4,6.69162
2905,209,115,19,6.53557
2906,106,62,17,3.31474
2907,289,255,20,9.038503333333333
2908,114,111,17,3.5655
2909,270,214,2,8.443953333333333
2910,125,95,8,3.909183333333333
2911,117,15,15,3.65801
2912,190,127,12,5.941726666666667
2913,244,34,6,7.628706666666667
2914,135,10,16,4.220683333333334
2915,210,181,17,6.567713333333333
2916,220,146,12,6.87988
2917,117,36,18,3.65829
2918,294,56,1,9.192166666666667
2919,95,18,16,2.9702566666666663
2920,267,55,1,8.348043333333333
2921,157,115,11,4.909876666666667
2922,294,223,4,9.194393333333334
2923,46,34,19,1.4385666666666668
2924,162,97,16,5.065953333333333
2925,244,30,2,7.628653333333333
2926,139,108,17,4.347043333333333
2927,285,265,16,8.913583333333333
2928,19,10,14,0.5941366666666666
2929,262,163,18,8.193166666666666
2930,194,119,16,6.066673333333333
2931,84,23,12,2.6264266666666662
2932,27,11,5,0.8442566666666667
2933,179,39,3,5.596656666666666
2934,175,142,8,5.472976666666667
2935,220,203,2,6.88064
2936,114,23,18,3.5643266666666666
2937,244,30,6,7.628653333333333
2938,137,124,15,4.284730000000001
2939,126,65,16,3.9400466666666665
2940,117,76,9,3.6588233333333333
2941,167,72,1,5.221936666666667
2942,262,84,4,8.192113333333333
2943,189,45,9,5.90937
2944,236,216,19,7.381026666666667
2945,93,69,15,2.90841
2946,254,37,2,7.94138
2947,80,13,3,2.5012399999999997
2948,103,54,18,3.2208433333333333
2949,275,269,11,8.601003333333333
2950,242,234,8,7.5688466666666665
2951,184,135,3,5.754253333333334
2952,106,95,1,3.31518
2953,184,171,20,5.754733333333333
2954,274,83,16,8.567260000000001
2955,258,75,17,8.066939999999999
2956,101,48,20,3.158236666666667
2957,242,40,14,7.56626
2958,159,77,4,4.971896666666666
2959,83,21,2,2.595136666666667
2960,104,73,1,3.2523600000000004
2961,280,90,1,8.754933333333334
2962,187,37,15,5.846736666666667
2963,297,35,6,9.285676666666665
2964,35,11,1,1.0943633333333334
2965,267,106,15,8.348723333333334
2966,264,76,7,8.254533333333333
2967,157,28,16,4.908716666666667
2968,150,73,5,4.690473333333333
2969,284,281,16,8.882533333333333
2970,136,73,5,4.252786666666667
2971,171,105,7,5.34743
2972,33,31,5,1.0321033333333334
2973,54,53,11,1.6889266666666667
2974,275,50,10,8.598083333333333
2975,188,125,11,5.879173333333334
2976,154,105,6,4.815953333333334
2977,296,194,16,9.256533333333332
2978,206,150,16,6.442246666666667
2979,284,249,8,8.882106666666667
2980,226,211,7,7.068326666666667
2981,92,64,20,2.87708
2982,207,26,7,6.471856666666667
2983,125,42,8,3.9084766666666666
2984,17,11,14,0.5316233333333333
2985,206,55,1,6.440980000000001
2986,167,93,1,5.222216666666667
2987,296,19,11,9.254199999999999
2988,186,183,4,5.81742
2989,73,69,18,2.2831433333333333
2990,259,11,2,8.097349999999999
2991,137,57,1,4.283836666666667
2992,132,71,3,4.127706666666667
2993,154,146,20,4.8165000000000004
2994,274,149,20,8.568140000000001
2995,290,167,6,9.068593333333334
2996,119,94,10,3.7215900000000004
2997,19,17,1,0.59423
2998,28,11,16,0.87552
2999,258,167,9,8.068166666666666
3000,82,31,19,2.5640066666666668
3001,276,26,6,8.629026666666666
3002,216,83,14,6.753986666666667
3003,68,36,1,2.126386666666667
3004,99,36,15,3.0955500000000002
3005,34,16,10,1.0631666666666668
3006,251,98,18,7.848403333333333
3007,17,17,14,0.5317033333333334
3008,287,81,10,8.973656666666667
3009,39,38,6,1.2197766666666667
3010,123,113,3,3.846896666666667
3011,278,94,4,8.692459999999999
3012,169,25,6,5.283836666666667
3013,50,44,20,1.5637533333333333
3014,299,89,14,9.348923333333333
3015,265,214,4,8.287636666666666
3016,17,11,14,0.5316233333333333
3017,114,23,2,3.5643266666666666
3018,31,18,15,0.9694033333333334
3019,134,29,10,4.189673333333333
3020,129,67,19,4.033863333333333
3021,297,141,15,9.28709
3022,296,150,4,9.255946666666667
3023,163,81,3,5.097003333333333
3024,292,93,2,9.130133333333333
3025,89,42,13,2.7829966666666666
3026,253,134,5,7.91141
3027,152,29,14,4.752413333333333
3028,202,58,5,6.315966666666666
3029,206,195,7,6.442846666666667
3030,299,49,20,9.34839
3031,85,57,7,2.6581433333333333
3032,62,62,3,1.9391533333333335
3033,206,107,13,6.441673333333333
